Property Id,Property Name,Address 1,City,Postal Code,Province,Primary Property Type - Self Selected,Number of Buildings,Year Built,Property GFA - Self-Reported (m²),ENERGY STAR Score,Site Energy Use (GJ),Weather Normalized Site Energy Use (GJ),Site EUI (GJ/m²),Weather Normalized Site EUI (GJ/m²),Source Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Source EUI (GJ/m²),Weather Normalized Source EUI (GJ/m²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/m²),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/m²),Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ),District Hot Water Use (GJ),Electricity Use – Generated from Onsite Renewable Systems (kWh),Green Power - Onsite and Offsite (kWh),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Year Ending,Unique ID
10544403,Fire Station #40,12920 Symons Valley Rd NW,Calgary,T3P 0A3,Alberta,Fire Station,1,2013,"1,487.60",,"1,887.60","1,954.50",1.27,1.31,"2,450.30","2,517.80",1.65,1.69,175.7,118.1,67.5,45.4,"159,008.60","1,315.20",,,159008.7,73.9,2021,2021-10544403
21988629,Fire Station #36,10071 HIDDEN VALLEY DR NW,Calgary,T3A 5G1,Alberta,Fire Station,1,1988,204.4,,335.5,334.6,1.64,1.64,418.4,414.6,2.05,2.03,28.7,140.6,12.9,63.2,"23,255.50",251.7,,,23255.5,10.8,2021,2021-21988629
21988595,Apparatus Repair Shop and Spare Apparatus Shop,1725 18 AV NE,Calgary,T2N 2H8,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2011,"6,632",,"7,208.30","7,322.40",1.09,1.1,"9,466.80","9,581.90",1.43,1.44,686.7,103.5,252,38,"639,301.30","4,907",,,29786,14,2021,2021-21988595
21988596,Calgary Soccer Centre and Annex,7000 48 ST SE,Calgary,T2C 4E1,Alberta,Indoor Arena,2,1990,"16,258",,"15,746.60","16,066.70",0.97,0.99,"19,177.70","19,500.90",1.18,1.2,"1,282.50",78.9,631.6,38.9,"957,222.50","12,300.80",,,551011.6,256.2,2021,2021-21988596
21988597,"Manchester Building E - North and South Tower, Annex",2808 SPILLER RD SE,Calgary,T2G 4H3,Alberta,Office,3,1956,"6,987.70",,"25,357.50","26,101.20",3.63,3.74,"37,242.10","37,993.30",5.33,5.44,"2,986.10",427.3,673.4,96.4,"3,401,039.60","13,114.30",,,3401040,1581.1,2021,2021-21988597
21988599,McHugh House,102 17 AV SW,Calgary,T2S 0A1,Alberta,Other - Public Services,1,1896,269.9,,240.7,238.1,0.89,0.88,291.1,284.2,1.08,1.05,19.3,71.5,9.8,36.2,"14,030.70",190.2,,,14030.7,6.5,2021,2021-21988599
21988600,Fire Station #41,3790 SETON DR SE,Calgary,T3M 0M2,Alberta,Fire Station,1,2014,"2,129",,"2,967.90","3,081",1.39,1.45,"3,741.80","3,856.10",1.76,1.81,260.2,122.2,112.2,52.7,"217,628.40","2,184.50",,,217628.4,101.2,2021,2021-21988600
21988601,Sarcee Salt Storage Building,102 Westhills Way SW,Calgary,T3H 3M4,Alberta,Other,1,1962,"4,257.90",,281,293.1,0.07,0.07,550.8,574.4,0.13,0.13,53.1,12.5,0,0,"78,059.70",,,,78059.7,36.3,2021,2021-21988601
21988602,Wildflower Arts Centre,3363 SPRUCE DR SW,Calgary,T3C 3A3,Alberta,Performing Arts,1,1900,"1,160.90",,"1,338.30","1,403.60",1.15,1.21,"1,711.40","1,782.90",1.47,1.54,120.8,104.1,49.3,42.4,"105,177.50",959.7,,,105177.5,48.9,2021,2021-21988602
21988603,Animal Services Centre,2201 PORTLAND ST SE,Calgary,T2G 4M7,Alberta,Office,1,2000,"2,142.60",1,"7,016.50","7,238.50",3.27,3.38,"8,816.60","8,981.60",4.11,4.19,610.8,285.1,266.8,124.5,"505,837","5,195.60",,,505837,235.2,2021,2021-21988603
21988605,Fire Station #35,11280 VALLEY RIDGE BV NW,Calgary,T3B 5Y6,Alberta,Fire Station,1,2009,"1,669.50",,"2,095.10","2,058.40",1.25,1.23,"2,618.70","2,581.60",1.57,1.55,180.4,108,80.4,48.2,"146,969.50","1,566",,,146970,68,2021,2021-21988605
21988606,Sir Winston Churchill Aquatic and Recreation Centre,1520 NORTHMOUNT DR NW,Calgary,T2L 0G6,Alberta,Fitness Center/Health Club/Gym,1,1976,"1,588.40",,"9,074.20","9,256.50",5.71,5.83,"11,340.20","11,524.30",7.14,7.26,780.9,491.7,348.4,219.4,"636,048.20","6,784.60",,,636048.3,295.7,2021,2021-21988606
21988608,North Area Office,905 30 AV NW,Calgary,T2K 0A2,Alberta,Office,1,1976,525.4,68,480.1,492.5,0.91,0.94,676.1,694.5,1.29,1.32,52.3,99.6,14.3,27.2,"55,928",278.8,,,55928,26,2021,2021-21988608
21988609,Historic Holy Angels School,2105 CLIFF ST SW,Calgary,T2S 2G4,Alberta,Office,1,1919,"1,388.30",22,"2,483.60","2,523.60",1.79,1.82,"2,960.10","3,000.50",2.13,2.16,192.9,139,103.1,74.3,"132,066.20","2,008.20",,,132066.2,61.4,2021,2021-21988609
21988611,Lakeview Clubhouse,5840 19 ST SW,Calgary,T3E 3H3,Alberta,Other - Recreation,1,1965,113.1,,149.6,151,1.32,1.34,293.2,295.9,2.59,2.62,28.3,249.9,0,0,"41,548",,,,41548,19.3,2021,2021-21988611
21988613,EMS #5,4824 4 ST NW,Calgary,T2K 6K8,Alberta,Fire Station,1,1994,378.5,,319.4,324.3,0.85,0.86,389.2,394.1,1.03,1.04,26,68.9,12.8,33.9,"19,461.60",249.4,,,19461.6,9,2021,2021-21988613
21988614,EMS #15,5010 BOWNESS RD NW,Calgary,T3B 0B9,Alberta,Other - Public Services,1,1975,419.6,,611.9,644.1,1.46,1.53,738.6,771.1,1.76,1.84,48.9,116.5,24.9,59.3,"35,255.80",485,,,35255.8,16.4,2021,2021-21988614
21988616,Parks Administration Office,1011 52 ST SE,Calgary,T2A 4M6,Alberta,Office,1,1976,352.7,35,482.6,501.8,1.37,1.42,670.4,690.6,1.9,1.96,51.3,145.4,14.9,42.2,"53,509.40",290,,,53509.4,24.9,2021,2021-21988616
21988617,Southland Leisure Centre,2000 SOUTHLAND DR SW,Calgary,T2V 4S4,Alberta,Fitness Center/Health Club/Gym,1,1982,"14,418.80",,"41,002.60","41,037.60",2.84,2.85,"53,267.60","53,303.30",3.69,3.7,"3,791.80",263,"1,433.40",99.4,"3,468,279.60","27,914.20",,167554.6,167540.6,77.9,2021,2021-21988617
21988618,Fire Station #30,6 MCKENZIE TOWNE GA SE,Calgary,T2Z 0N2,Alberta,Fire Station,1,1998,"1,317",,"1,969.70","1,967.50",1.5,1.49,"2,552","2,549.80",1.94,1.94,182.4,138.5,70.5,53.6,"164,526.40","1,373.70",,1040.4,1040.4,0.5,2021,2021-21988618
21988619,Fire Station #28,7925 EDGEMONT BV NW,Calgary,T3A 4M8,Alberta,Fire Station,1,1987,945.1,,"1,524.50","1,588.50",1.61,1.68,"1,969.70","2,034.30",2.08,2.15,140.5,148.7,55,58.2,"125,718.10","1,071.90",,,125718.1,58.4,2021,2021-21988619
21988620,Village Square Leisure Centre,2623 56 ST NE,Calgary,T1Y 5J1,Alberta,Fitness Center/Health Club/Gym,1,1900,"13,072.60",,"70,795.80","73,314",5.42,5.61,"74,532.40","77,075.80",5.7,5.9,"4,073.80",311.6,"3,471.60",265.6,"885,607.10","67,607.70",,,885607.3,411.7,2021,2021-21988620
21988621,EMS #4,16 MONCTON RD NE,Calgary,T2E 5R1,Alberta,Other - Public Services,1,1975,"1,069.80",,"1,304.50","1,367.40",1.22,1.28,"1,523.60","1,587.10",1.42,1.48,96.8,90.5,55.9,52.2,"60,248.80","1,087.70",,,60248.8,28,2021,2021-21988621
21988622,Fire Station #29,7027 COACH HILL RD SW,Calgary,T3H 3R7,Alberta,Fire Station,1,1988,927.8,,"1,086.30","1,094",1.17,1.18,"1,435.10","1,443",1.55,1.56,104.7,112.9,37.5,40.4,"98,829.90",730.5,,,98829.9,45.9,2021,2021-21988622
21988623,Corral Operations Depot,5510 23 AV SE,Calgary,T2B 3E2,Alberta,Other - Public Services,1,2001,260.1,,579,584.3,2.23,2.25,922.8,928.1,3.55,3.57,78.7,302.4,11.5,44.1,"98,829.90",223.2,,,83838.6,39,2021,2021-21988623
21988624,Senior Services,311 34 AV SE,Calgary,T2G 1T7,Alberta,Office,1,1960,767.6,52,"1,069.90","1,129.40",1.39,1.47,"1,180.70","1,240.80",1.54,1.62,69.4,90.5,49.5,64.5,"29,272.20",964.5,,,29272.2,13.6,2021,2021-21988624
21988625,Fire Station #25,4705 76 AV SE,Calgary,T2C 2X1,Alberta,Fire Station,1,1982,"1,108.10",,"1,238.30","1,243.50",1.12,1.12,"1,537.50","1,542.70",1.39,1.39,105.1,94.9,48.1,43.4,"83,862.30",936.5,,,83862.3,39,2021,2021-21988625
21988627,EMS #6,1940 WESTMOUNT BV NW,Calgary,T2N 3G8,Alberta,Other - Public Services,1,1964,425.1,,920.2,966.2,2.17,2.27,"1,010.10","1,056.60",2.38,2.49,58.9,138.7,42.9,100.9,"23,595.80",835.2,,,23595.8,11,2021,2021-21988627
21988628,Fire Station #24,2607 106 AV SW,Calgary,T2W 4H7,Alberta,Fire Station,1,1978,"1,108.10",,"1,080.60","1,068.60",0.98,0.96,"1,459.50","1,436",1.32,1.3,108.5,97.9,35.3,31.9,"107,623.80",688.4,,1331.1,1331.1,0.6,2021,2021-21988628
9265818,Max Bell and Ken Bracko Arenas,1001 BARLOW TR SE,Calgary,T2E 6S2,Alberta,Ice/Curling Rink,1,1990,12856,47,20435,20435,1.59,1.59,29075,13684,2.26,2.26,2213,172.2,555,43.2,2674899,10805,,,2674899,1244,2022,2022-9265818
9474562,Thornhill Aquatic & Recreation Centre,6715 Centre St NW,Calgary,T2K 4Y5,Alberta,Ice/Curling Rink,1,1971,4190,,13379,13684,3.19,3.27,17114,9441,4.08,4.16,1147,273.8,492,117.3,1057900,9571,,,1057900,492,2022,2022-9474562
9475593,Ernie Star Arena,4808 14 Av SE,Calgary,T2A 0K9,Alberta,Ice/Curling Rink,1,1970,3884,60,4215,4354,1.09,1.12,5549,25238,1.43,1.47,386,99.4,144,37.2,390019,2811,,,390019,181,2022,2022-9475593
9481172,Bob Bohan Aquatic and Fitness Centre,4812 14 Av SE,Calgary,T2A 0K9,Alberta,Heated Swimming Pool,1,1976,1641,,9263,9441,5.64,5.75,11423,5973,6.96,7.07,728,443.3,369,224.6,578824,7180,,,578824,269,2022,2022-9481172
9492075,Foothills Aquatic Centre and Bauer and Bush Arenas,2424 University DR NW,Calgary,T2N 3Y9,Alberta,Ice/Curling Rink,2,1963,8558,17,25275,25238,2.95,2.95,32978,10999,3.85,3.85,2269,265.1,885,103.5,2231579,17242,,,2231580,1038,2022,2022-9492075
9493731,Frank Mccool Arena,1900 Lake Bonavista Dr SE,Calgary,T2J 4B5,Alberta,Ice/Curling Rink,1,1975,2296,24,5892,5973,2.57,2.60,7838,9440,3.41,3.45,553,240.7,196,85.5,574523,3824,,,574523,267,2022,2022-9493731
9493818,Optimist and George Blundun Arenas,5020 26 Av SW,Calgary,T3E 0R4,Alberta,Ice/Curling Rink,1,1972,5032,7,10731,10999,2.13,2.19,14273,14832,2.84,2.89,1006,199.9,358,71.1,1045619,6967,,,1045619,486,2022,2022-9493818
9496797,Henry Viney and Stew Hendry Arenas,810 13 Ave NE,Calgary,T2E 8A1,Alberta,Ice/Curling Rink,1,1977,5036,60,9238,9440,1.83,1.87,12328,5036,2.45,2.49,872,173.2,305,60.6,914564,5946,,,914564,425,2022,2022-9496797
9498648,Jimmie Condon and Rose Kohn Arenas,502 Heritage Dr SW,Calgary,T2V 2W2,Alberta,Ice/Curling Rink,1,1969,5260,18,14436,14832,2.74,2.82,19709,8512,3.75,3.83,1433,272.5,447,85.0,1590014,8712,,,1590014,739,2022,2022-9498648
9499354,Shouldice Arena,1515 Home Rd NW,Calgary,T3B 5K9,Alberta,Ice/Curling Rink,1,1970,2186,16,4957,5036,2.27,2.30,6502,10382,2.98,3.01,450,206.1,171,78.4,450214,3336,,,450214,209,2022,2022-9499354
9504074,Stu Peppard Arena,5320 19 St SW,Calgary,T3E 1P1,Alberta,Ice/Curling Rink,1,1963,3145,3,8290,8512,2.64,2.71,10813,9690,3.44,3.51,744,236.5,291,92.4,730980,5658,,,730980,340,2022,2022-9504074
9552446,Canyon Meadows Aquatic & Fitness Centre,89 Canova Rd SW,Calgary,T2W 6G3,Alberta,Fitness Center/Health Club/Gym,1,1963,1953,,10181,10382,5.21,5.32,12384,10754,6.34,6.45,773,395.6,417,213.3,574297,8114,,,574297,267,2022,2022-9552446
9552651,Glenmore Aquatic Centre,5330 19 St SW,Calgary,T3E 1P2,Alberta,Heated Swimming Pool,1,1972,1463,,9468,9690,6.47,6.62,11537,9638,7.89,8.05,722,493.5,386,263.9,541480,7519,,,541480,252,2022,2022-9552651
9563574,Killarney Aquatic and Recreation Centre,1919 29 St SW,Calgary,T3E 2J7,Alberta,Fitness Center/Health Club/Gym,1,1964,2893,,10458,10754,3.61,3.72,13215,5616,4.57,4.68,871,301.2,395,136.5,768489,7691,,,768489,357,2022,2022-9563574
9563763,Renfrew Aquatic and Recreation Centre,810 13 Av NE,Calgary,T2E 8A1,Alberta,Fitness Center/Health Club/Gym,1,1969,2035,,9496,9638,4.67,4.74,11898,1139,5.85,5.92,775,381.0,365,179.6,661222,7115,,,661222,307,2022,2022-9563763
9565753,Shouldice Aquatic Centre,5303 Bowness Rd NW,Calgary,T3B 1C5,Alberta,Fitness Center/Health Club/Gym,1,1970,1550,,5490,5616,3.54,3.62,6826,14079,4.40,4.49,440,283.9,215,138.6,363276,4182,,,363276,169,2022,2022-9565753
9569163,Forest Lawn Building,3810 17 AV SE,Calgary,T2A 0S4,Alberta,Office,1,1979,1190,61,1096,1139,0.92,0.96,1462,2759,1.23,1.27,103,86.9,36,30.5,108163,707,,,108163,50,2022,2022-9569163
9578055,East Calgary WMF Building S and T,3030 68 St SE,Calgary,T2B 0M5,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2014,9891,,13890,14079,1.40,1.42,16376,811,1.66,1.68,973,98.3,603,61.0,596491,11742,,,596491,277,2022,2022-9578055
9586833,Sarcee Administration Building,"5831 Richmond Road, SW",Calgary,T3H 3P8,Alberta,Office,1,2018,3762,82,2704,2759,0.72,0.73,3749,1012,1.00,1.01,269,71.4,68,18.2,323257,1331,,58608,381364,177,2022,2022-9586833
9588693,Stanley Park Office,350 42 AV SW,Calgary,T3C 1Y3,Alberta,Office,1,1976,230,1,770,811,3.36,3.53,895,2234,3.90,4.09,52,225.9,34,149.6,28241,668,,,28241,13,2022,2022-9588693
9588819,Roads District 5 Garage and Office,2539 33 AV SW,Calgary,T3E 7H5,Alberta,Mixed Use Property,1,1954,2072,,1003,1012,0.48,0.49,1152,3647,0.56,0.56,65,31.6,46,22.0,31910,888,,,31910,15,2022,2022-9588819
9589240,Roads District 7 Admin Building,5603 24 ST SE,Calgary,T2C 0B4,Alberta,Office,1,1972,922,,2187,2234,2.37,2.42,2807,6100,3.04,3.1,189,205.0,80,86.4,176336,1552,,,176336,82,2022,2022-9589240
9589255,Shaganappi Tri-Services Building,3415 8 AV SW,Calgary,T3C 0E8,Alberta,Social/Meeting Hall,1,1970,2391,,3632,3647,1.52,1.53,4534,20162,1.90,1.89,294,122.9,141,58.9,246822,2743,,,246822,115,2022,2022-9589255
9601552,Spring Gardens Building G,840 32 AV NE,Calgary,T2E 4J7,Alberta,Self-Storage Facility,1,1982,4762,14,5861,6100,1.23,1.28,7504,2081,1.58,1.63,504,105.8,215,45.1,465863,4184,,,465863,217,2022,2022-9601552
9601861,Whitehorn Multi-Services Centre,3705 35 St NE,Calgary,T1Y 6C2,Alberta,Non-Refrigerated Warehouse,1,1982,22684,45,20147,20162,0.89,0.89,31180,5124,1.37,1.38,2517,111.0,301,13.3,3574700,5863,,393360,3968061,1845,2022,2022-9601861
9619682,EMS #3,1807 MACLEOD TR SE,Calgary,T2G 2N9,Alberta,Fire Station,1,1912,1508,,2081,2081,1.38,1.38,2756,2257,1.83,1.83,193,128.2,70,46.5,198630,1366,,,198630,92,2022,2022-9619682
9637753,Manchester Building U,677 25 AV SE,Calgary,T2G 4K8,Alberta,Office,1,1992,3783,32,5093,5124,1.35,1.35,6586,1946,1.74,1.74,448,118.4,182,48.2,428445,3551,,,428445,199,2022,2022-9637753
9639310,Fire Station #2,1010 10 AV SW,Calgary,T2R 1M4,Alberta,Fire Station,1,1975,1670,,2261,2257,1.35,1.35,2832,2467,1.70,1.68,184,110.4,87,52.1,157015,1695,,,157015,73,2022,2022-9639310
9664992,Fire Station #9,2515 78 AV SE,Calgary,T2C 3B7,Alberta,Fire Station,1,1978,1072,,1197,1174,1.12,1.10,1558,1206,1.45,1.42,107,99.8,42,39.3,104582,820,,,104582,49,2022,2022-9664992
9769634,Fire Station #11,5506 4 ST SW,Calgary,T3E 1P1,Alberta,Fire Station,1,2014,2320,,2357,2346,1.02,1.01,3176,1022,1.37,1.36,227,98.0,76,32.7,244398,1477,,,244398,114,2022,2022-9769634
9787562,Fire Station #12,123 44 ST SE,Calgary,T2A 3E2,Alberta,Fire Station,1,1973,972,,1210,1206,1.24,1.24,1630,717,1.68,1.67,117,120.1,39,40.1,125399,758,,,125399,58,2022,2022-9787562
9846129,Fire Station #14,9840 Horton Rd SW,Calgary,T2V 5H5,Alberta,Fire Station,1,1989,963,,1021,1022,1.06,1.06,1319,4172,1.37,1.37,90,93.0,37,38.1,85378,714,,,85378,40,2022,2022-9846129
9848101,Fire Station #15,6328 35 AV NW,Calgary,T3B 1S4,Alberta,Fire Station,1,1961,793,,718,717,0.91,0.90,981,1444,1.24,1.24,71,90.0,22,28.0,79345,433,,,79345,37,2022,2022-9848101
9959373,Fire Station #16,4124 11 ST SE,Calgary,T2G 3H2,Alberta,Fire Station,1,1988,4111,,4209,4172,1.02,1.01,5613,901,1.37,1.35,397,96.6,139,33.9,415546,2713,,,415546,193,2022,2022-9959373
9988886,Fire Station #17,3740 32 AV NW,Calgary,T2N 1N8,Alberta,Fire Station,1,1970,979,,1449,1444,1.48,1.48,1669,1484,1.71,1.7,95,97.3,66,67.0,47799,1277,,,47799,22,2022,2022-9988886
9997794,Fire Station #18,415 68 Ave NW,Calgary,T2K 5J6,Alberta,Fire Station,1,1975,1057,,904,901,0.86,0.85,1151,7347,1.09,1.09,77,72.4,34,31.8,69263,655,,,69263,32,2022,2022-9997794
10002717,Fire Station #10,1909 16 AV NW,Calgary,T2M 4V8,Alberta,Fire Station,1,1996,1759,,1501,1484,0.85,0.84,1967,18884,1.12,1.1,136,77.4,52,29.5,135872,1012,,,135872,63,2022,2022-10002717
10154586,Corporate Warehouse,2340 22 ST NE,Calgary,T2E 8L9,Alberta,Non-Refrigerated Warehouse,1,1985,10640,78,7112,7347,0.67,0.69,8673,4373,0.82,0.84,525,49.3,265,24.9,418640,5161,,133791,541951,252,2022,2022-10154586
10170296,Emergency Operations Centre,673 1 ST NE,Calgary,T2E 6R2,Alberta,Office,1,2012,5213,1,18884,18884,3.62,3.62,32503,4308,6.23,6.23,2930,562.0,137,26.3,4504387,2669,,,4504387,2094,2022,2022-10170296
10176477,Manchester Building A,651B 25 AV SE,Calgary,T2G 4K8,Alberta,Non-Refrigerated Warehouse,1,1975,5663,93,4384,4373,0.77,0.77,5606,1133,0.99,0.98,376,66.3,161,28.5,345883,3139,,,345883,161,2022,2022-10176477
10176804,Acadia Aquatic & Fitness Centre,9009 Fairmount Dr SE,Calgary,T2H 0Z4,Alberta,Heated Swimming Pool,1,2010,1838,,4274,4308,2.33,2.34,5338,1376,2.90,2.92,346,188.3,166,90.1,291124,3226,,,291124,135,2022,2022-10176804
10260523,Fire Station #19,13807 Parkland Blvd SE,Calgary,T2J 6X3,Alberta,Fire Station,1,1975,1066,,1141,1133,1.07,1.06,1452,1355,1.36,1.35,97,90.7,42,39.8,87514,826,,,87514,41,2022,2022-10260523
10263307,Fire Station #20,2800 PEACEKEEPERS WY SW,Calgary,T3E 7B2,Alberta,Fire Station,1,1977,1101,,1389,1376,1.26,1.25,1809,1393,1.64,1.62,124,112.8,49,44.4,121496,951,,,121496,57,2022,2022-10263307
10265387,Fire Station #21,209 Silvergrove Dr NW,Calgary,T3B 5A4,Alberta,Fire Station,1,1977,1095,,1386,1355,1.27,1.24,1884,1290,1.72,1.69,136,124.4,44,39.7,149592,848,,,149592,70,2022,2022-10265387
10277262,Fire Station #22,7199 Temple Dr NE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1979,1105,,1395,1393,1.26,1.26,1751,3595,1.58,1.58,114,103.3,53,48.1,98298,1034,,1826,100124,47,2022,2022-10277262
10287290,Fire Station #23,2727 26 AV SE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1950,1112,,1309,1290,1.18,1.16,1682,4427,1.51,1.48,113,102.0,48,42.8,106144,927,,,106144,49,2022,2022-10287290
10417704,Beltline Aquatic & Fitness Centre,221 12 Av SW,Calgary,T2R 0G9,Alberta,Fitness Center/Health Club/Gym,1,1988,1807,,3543,3595,1.96,1.99,4462,160486,2.47,2.5,293,162.0,135,74.7,254545,2627,,,254545,118,2022,2022-10417704
10417915,Inglewood Aquatic Centre,1525 17 Av SW,Calgary,T2G 1J9,Alberta,Other - Recreation,1,1966,1418,,4367,4427,3.08,3.12,5452,845,3.84,3.89,354,249.2,169,119.4,297072,3297,,,297072,138,2022,2022-10417915
10417930,Stoney Transit Facility,1921 128 Ave NE,Calgary,T3K 0S5,Alberta,Distribution Center,1,2018,44228,1,160486,160486,3.63,3.63,174445,1551,3.94,3.94,8921,201.7,7952,179.8,1562154,154863,,,1562154,726,2022,2022-10417930
10439156,Bowmont Civic Building,5000 Bowness Civic Building,Calgary,T3B 0B9,Alberta,Office,1,1974,832,51,830,845,1.00,1.02,1084,3074,1.30,1.32,75,89.7,29,34.8,73628,565,,,73628,34,2022,2022-10439156
10439375,Fire Station #42,275 Tuscany Way NW,Calgary,T3L 2Y8,Alberta,Fire Station,1,2018,1459,,1528,1551,1.05,1.06,2024,2359,1.39,1.4,139,95.0,47,32.2,147906,914,,22611,170517,79,2022,2022-10439375
10531101,Fire Station #34,16 Royal Vista Way NW,Calgary,T3R 0N2,Alberta,Fire Station,1,2015,2258,,3069,3074,1.36,1.36,3956,3352,1.75,1.75,268,118.6,111,49.1,253411,2157,,,253411,118,2022,2022-10531101
10536854,Fire Station #37,2511 Eversyde Ave SW,Calgary,T2Y 5G9,Alberta,Fire Station,1,2013,1668,,2386,2359,1.43,1.41,3159,1824,1.89,1.86,221,132.7,81,48.2,227369,1567,,,227369,106,2022,2022-10536854
10536957,Ralph Klein Park Interpretative Centre,12350 84 St SE,Calgary,T3S 0A4,Alberta,Museum,1,2012,2049,,3274,3352,1.60,1.64,4150,2729,2.03,2.07,275,134.1,123,59.9,245113,2391,,,245113,114,2022,2022-10536957
10536969,Fire Station #33,3800 69 ST SW,Calgary,T3H 3E4,Alberta,Fire Station,1,2009,1908,,1851,1824,0.97,0.96,2319,1853,1.22,1.2,151,79.2,71,37.3,128756,1387,,,128756,60,2022,2022-10536969
10543320,Fire Station #39,4199 114 AV SE,Calgary,T2Z 0H3,Alberta,Fire Station,1,2012,1842,,2734,2729,1.48,1.48,3577,6957,1.94,1.94,247,134.1,95,51.6,245056,1851,,,245056,114,2022,2022-10543320
10544403,Fire Station #40,12920 Symons Valley Rd NW,Calgary,T3P 0A3,Alberta,Fire Station,1,2013,1488,,1843,1853,1.24,1.25,2388,17220,1.61,1.61,163,109.5,66,44.1,156959,1278,,,156959,73,2022,2022-10544403
21988595,Apparatus Repair Shop and Spare Apparatus Shop,1725 18 AV NE,Calgary,T2N 2H8,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2011,6632,,6829,6957,1.03,1.05,8938,24897,1.35,1.37,617,93.1,237,35.8,612915,4623,,,612915,285,2022,2022-21988595
21988596,Calgary Soccer Centre and Annex,7000 48 ST SE,Calgary,T2C 4E1,Alberta,Indoor Arena,2,1990,16258,,16483,17220,1.01,1.06,20761,241,1.28,1.33,1363,83.8,627,38.6,1186568,12211,,,1186568,552,2022,2022-21988596
21988597,"Manchester Building E - North and South Tower, Annex",2808 SPILLER RD SE,Calgary,T2G 4H3,Alberta,Office,3,1956,6988,,24380,24897,3.49,3.56,34760,3300,4.97,5.04,2652,379.5,657,94.1,3216913,12800,,,3216914,1496,2022,2022-21988597
21988599,McHugh House,102 17 AV SW,Calgary,T2S 0A1,Alberta,Other - Public Services,1,1896,270,,244,241,0.91,0.89,302,260,1.12,1.1,19,71.3,10,35.9,15413,189,,,15413,7,2022,2022-21988599
21988600,Fire Station #41,3790 SETON DR SE,Calgary,T3M 0M2,Alberta,Fire Station,1,2014,2129,,3181,3300,1.49,1.55,4026,1603,1.89,1.95,266,125.0,120,56.2,236041,2331,,,236041,110,2022,2022-21988600
21988601,Sarcee Salt Storage Building,102 Westhills Way SW,Calgary,T3H 3M4,Alberta,Other,1,1962,4258,,256,260,0.06,0.06,468,7303,0.11,0.11,44,10.3,0,0.0,71008,,,,71008,33,2022,2022-21988601
21988602,Wildflower Arts Centre,3363 SPRUCE DR SW,Calgary,T3C 3A3,Alberta,Performing Arts,1,1900,1161,,1545,1603,1.33,1.38,2011,1978,1.73,1.79,138,118.9,54,46.8,134913,1059,,,134913,63,2022,2022-21988602
21988603,Animal Services Centre,2201 PORTLAND ST SE,Calgary,T2G 4M7,Alberta,Office,1,2000,2143,1,7096,7303,3.31,3.41,8890,9843,4.15,4.23,579,270.3,273,127.5,493664,5319,,,493664,230,2022,2022-21988603
21988605,Fire Station #35,11280 VALLEY RIDGE BV NW,Calgary,T3B 5Y6,Alberta,Fire Station,1,2009,1670,,2009,1978,1.20,1.18,2581,474,1.55,1.52,174,104.2,73,43.8,162717,1423,,,162717,76,2022,2022-21988605
21988606,Sir Winston Churchill Aquatic and Recreation Centre,1520 NORTHMOUNT DR NW,Calgary,T2L 0G6,Alberta,Fitness Center/Health Club/Gym,1,1976,1588,,9665,9843,6.09,6.20,12177,2587,7.67,7.79,800,503.5,368,231.4,696869,7157,,,696869,324,2022,2022-21988606
21988608,North Area Office,905 30 AV NW,Calgary,T2K 0A2,Alberta,Office,1,1976,525,67,467,474,0.89,0.90,645,146,1.23,1.25,48,90.4,14,26.7,54034,273,,,54034,25,2022,2022-21988608
21988609,Historic Holy Angels School,2105 CLIFF ST SW,Calgary,T2S 2G4,Alberta,Office,1,1919,1388,17,2524,2587,1.82,1.86,2980,313,2.15,2.19,177,127.8,109,78.8,109704,2129,,,109704,51,2022,2022-21988609
21988611,Lakeview Clubhouse,5840 19 ST SW,Calgary,T3E 3H3,Alberta,Other - Recreation,1,1965,113,,147,146,1.30,1.29,269,596,2.38,2.36,25,223.9,0,0.0,40833,,,,40833,19,2022,2022-21988611
21988613,EMS #5,4824 4 ST NW,Calgary,T2K 6K8,Alberta,Fire Station,1,1994,379,,317,313,0.84,0.83,394,488,1.04,1.02,25,67.1,12,32.8,20935,241,,,20935,10,2022,2022-21988613
21988614,EMS #15,5010 BOWNESS RD NW,Calgary,T3B 0B9,Alberta,Other - Public Services,1,1975,420,,592,596,1.41,1.42,722,57182,1.72,1.73,45,107.9,24,57.3,34251,468,,,34251,16,2022,2022-21988614
21988616,Parks Administration Office,1011 52 ST SE,Calgary,T2A 4M6,Alberta,Office,1,1976,353,29,466,488,1.32,1.38,622,2109,1.76,1.84,44,124.7,15,43.7,46087,300,,,46087,21,2022,2022-21988616
